age,job,marital,education,default,balance,housing,loan,pdays,previous,poutcome,result
58,unemployed,married,tertiary,no,1333,no,no,-1,0,unknown,fail
37,blue-collar,married,unknown,no,603,yes,no,-1,0,unknown,fail
45,management,married,secondary,no,724,yes,yes,-1,0,unknown,fail
33,blue-collar,single,secondary,no,2202,yes,no,-1,0,unknown,fail
33,blue-collar,married,secondary,no,5,yes,no,-1,0,unknown,fail
41,blue-collar,married,primary,no,1491,yes,no,-1,0,unknown,fail
22,student,single,secondary,no,2162,no,no,-1,0,unknown,fail
33,technician,married,tertiary,no,2690,yes,no,-1,0,unknown,fail
26,self-employed,single,tertiary,no,-101,no,yes,-1,0,unknown,fail
41,blue-collar,married,secondary,no,563,,no,348,1,failure,fail
46,management,divorced,tertiary,no,0,no,yes,-1,0,unknown,fail
76,retired,married,secondary,no,242,no,no,-1,0,unknown,fail
36,blue-collar,,primary,yes,-1168,yes,no,-1,0,unknown,fail
83,retired,married,tertiary,no,6236,no,no,-1,0,unknown,fail
44,management,married,tertiary,no,0,no,no,-1,0,unknown,fail
23,entrepreneur,single,secondary,no,1128,yes,no,-1,0,unknown,fail
61,retired,married,tertiary,no,2557,yes,no,91,4,success,success
28,technician,single,secondary,no,5763,no,yes,-1,0,unknown,success
47,services,married,secondary,no,367,yes,no,306,4,success,success
51,blue-collar,,secondary,no,19,no,no,-1,0,unknown,fail
30,technician,single,secondary,no,1359,yes,no,-1,0,unknown,fail
63,technician,married,secondary,no,896,yes,no,-1,0,unknown,success
55,blue-collar,,secondary,no,1765,yes,no,267,1,failure,fail
44,technician,married,secondary,no,2316,yes,no,-1,0,unknown,fail
27,technician,single,secondary,no,282,no,yes,-1,0,unknown,fail
39,self-employed,married,secondary,no,454,yes,no,-1,0,unknown,fail
34,management,single,tertiary,no,647,yes,no,,0,unknown,fail
31,management,single,tertiary,no,98,no,no,-1,0,unknown,fail
31,admin.,married,secondary,no,2304,yes,no,-1,0,unknown,fail
48,blue-collar,,secondary,no,0,yes,no,-1,0,unknown,fail
35,unemployed,married,primary,no,3285,no,no,-1,0,unknown,success
36,services,married,secondary,no,279,no,no,-1,0,unknown,fail
40,technician,married,tertiary,no,99,no,no,364,2,failure,fail
26,admin.,married,tertiary,no,685,yes,no,-1,0,unknown,fail
52,technician,married,unknown,no,425,yes,no,254,3,failure,fail
41,technician,divorced,secondary,no,75,no,no,-1,0,unknown,fail
52,management,married,primary,no,226,yes,no,-1,0,unknown,fail
42,blue-collar,,primary,no,-67,yes,no,-1,0,unknown,fail
32,management,single,tertiary,no,297,no,no,-1,0,unknown,fail
33,technician,single,tertiary,no,0,no,no,-1,0,unknown,fail
46,management,single,tertiary,no,3,no,no,-1,0,unknown,fail
27,services,single,secondary,no,2457,yes,no,-1,0,unknown,fail
47,admin.,divorced,secondary,no,555,yes,yes,-1,0,unknown,success
42,admin.,single,secondary,no,1453,yes,no,-1,0,unknown,fail
71,technician,married,tertiary,no,383,no,no,183,3,success,fail
53,services,married,secondary,no,1713,yes,no,-1,0,unknown,fail
44,services,married,secondary,no,-1621,yes,yes,-1,0,unknown,fail
30,entrepreneur,married,secondary,no,1539,yes,yes,-1,0,unknown,fail
41,admin.,married,secondary,no,4320,,no,166,2,failure,fail
50,housemaid,married,secondary,no,1954,no,yes,-1,0,unknown,fail
56,blue-collar,married,unknown,no,22,yes,no,-1,0,unknown,fail
31,services,married,secondary,no,283,yes,no,-1,0,unknown,fail
22,student,single,primary,no,3472,no,no,181,4,success,success
58,management,married,secondary,no,-382,no,no,189,12,success,fail
32,management,single,tertiary,no,-252,yes,no,-1,0,unknown,fail
35,blue-collar,married,primary,no,767,yes,no,-1,0,unknown,fail
51,retired,married,secondary,no,1295,no,yes,-1,0,unknown,fail
33,management,married,secondary,no,2858,yes,yes,298,5,failure,fail
51,retired,single,secondary,no,5885,no,no,-1,0,unknown,fail
53,blue-collar,married,secondary,no,0,no,no,-1,0,unknown,fail
35,blue-collar,single,primary,no,85,no,no,364,1,failure,fail
59,technician,married,secondary,no,478,no,no,-1,0,unknown,fail
42,management,married,tertiary,no,202,no,no,-1,0,unknown,fail
31,blue-collar,single,tertiary,no,328,yes,no,-1,0,unknown,fail
30,services,married,secondary,no,1399,no,no,-1,0,unknown,fail
33,technician,divorced,secondary,no,250,yes,yes,-1,0,unknown,fail
58,management,married,tertiary,no,14922,no,no,-1,0,unknown,fail
29,services,single,secondary,no,441,yes,no,-1,0,unknown,fail
40,admin.,married,secondary,no,0,no,no,-1,0,unknown,fail
43,services,single,tertiary,no,553,no,no,-1,0,unknown,fail
33,technician,married,secondary,no,1968,yes,no,-1,0,unknown,success
46,services,married,secondary,no,379,no,no,-1,0,unknown,fail
43,management,married,tertiary,no,-8,yes,no,-1,0,unknown,fail
48,management,single,tertiary,no,4558,no,no,-1,0,unknown,fail
31,technician,single,secondary,no,2846,no,no,-1,0,unknown,fail
43,services,single,tertiary,no,126,yes,no,-1,0,unknown,fail
38,technician,single,secondary,no,275,yes,no,-1,0,unknown,fail
21,student,single,secondary,no,794,no,no,-1,0,unknown,success
29,blue-collar,married,secondary,no,723,no,yes,-1,0,unknown,fail
32,management,single,tertiary,no,499,yes,no,339,2,failure,fail
25,blue-collar,single,secondary,no,207,yes,no,-1,0,unknown,fail
38,unemployed,married,tertiary,no,9881,no,no,-1,0,unknown,fail
46,housemaid,divorced,secondary,no,154,no,no,-1,0,unknown,fail
31,blue-collar,married,secondary,no,154,yes,yes,-1,0,unknown,fail
35,technician,married,secondary,no,4508,yes,no,-1,0,unknown,success
60,retired,divorced,secondary,no,514,no,no,124,9,other,success
45,management,married,tertiary,no,203,no,no,-1,0,unknown,fail
32,blue-collar,divorced,primary,no,-156,yes,no,-1,0,unknown,fail
35,blue-collar,divorced,secondary,no,1780,yes,no,347,9,failure,fail
30,blue-collar,single,secondary,no,1165,yes,no,-1,0,unknown,fail
48,housemaid,single,primary,no,46,no,no,180,1,failure,success
36,entrepreneur,married,tertiary,no,1722,yes,no,-1,0,unknown,fail
40,blue-collar,married,secondary,no,0,yes,yes,-1,0,unknown,fail
48,services,divorced,secondary,no,0,no,no,-1,0,unknown,fail
28,services,married,secondary,no,6567,yes,no,-1,0,unknown,fail
54,services,divorced,secondary,no,0,no,no,290,3,success,success
31,technician,married,secondary,no,0,yes,yes,-1,0,unknown,fail
45,management,married,unknown,no,2466,no,no,-1,0,unknown,fail
48,blue-collar,married,secondary,no,134,no,no,-1,0,unknown,fail
34,blue-collar,married,secondary,no,-211,yes,no,184,5,failure,fail
31,self-employed,single,secondary,no,532,yes,no,-1,0,unknown,fail
35,blue-collar,married,secondary,no,-185,yes,yes,-1,0,unknown,fail
44,admin.,married,secondary,no,0,no,no,-1,0,unknown,fail
29,self-employed,single,tertiary,no,805,no,no,103,7,failure,success
35,self-employed,married,tertiary,no,35368,yes,no,-1,0,unknown,fail
32,admin.,married,secondary,no,9049,yes,no,-1,0,unknown,fail
35,management,married,unknown,no,1128,yes,no,-1,0,unknown,fail
38,management,single,tertiary,no,104,yes,no,-1,0,unknown,success
29,technician,married,tertiary,no,1337,yes,no,-1,0,unknown,fail
47,services,divorced,secondary,no,-288,yes,no,-1,0,unknown,fail
64,entrepreneur,married,tertiary,no,2331,no,no,-1,0,unknown,success
59,services,married,primary,no,31,no,no,-1,0,unknown,fail
26,services,single,secondary,no,1163,no,yes,-1,0,unknown,fail
59,management,married,tertiary,no,1574,no,no,-1,0,unknown,fail
55,management,single,tertiary,no,43074,yes,no,-1,0,unknown,fail
31,services,married,secondary,no,272,yes,no,-1,0,unknown,fail
45,blue-collar,single,secondary,yes,0,no,yes,-1,0,unknown,fail
56,entrepreneur,single,tertiary,no,1745,yes,no,-1,0,unknown,fail
26,services,married,secondary,no,-236,yes,yes,-1,0,unknown,fail
64,retired,married,secondary,no,504,no,no,14,3,other,fail
51,blue-collar,married,secondary,no,-237,yes,yes,320,2,other,fail
56,admin.,divorced,unknown,no,4246,yes,no,-1,0,unknown,fail
40,blue-collar,married,secondary,no,4259,no,no,-1,0,unknown,fail
43,blue-collar,divorced,secondary,no,1138,no,no,-1,0,unknown,fail
35,blue-collar,married,secondary,no,848,yes,no,366,2,failure,fail
50,technician,married,primary,no,249,yes,no,-1,0,unknown,fail
27,technician,single,secondary,no,-437,no,no,216,2,other,fail
54,blue-collar,married,secondary,no,983,no,no,-1,0,unknown,fail
43,services,divorced,secondary,no,206,yes,no,-1,0,unknown,fail
35,technician,divorced,secondary,no,103,yes,no,-1,0,unknown,fail
43,blue-collar,single,secondary,no,747,no,no,-1,0,unknown,fail
34,management,married,secondary,no,243,no,no,-1,0,unknown,fail
37,retired,divorced,secondary,no,79,no,no,-1,0,unknown,fail
44,entrepreneur,single,tertiary,no,1136,yes,yes,249,7,other,fail
41,management,married,tertiary,no,1409,no,no,-1,0,unknown,fail
37,housemaid,single,primary,no,199,yes,no,-1,0,unknown,fail
32,self-employed,single,tertiary,no,12269,no,no,-1,0,unknown,fail
47,management,single,tertiary,no,0,yes,no,-1,0,unknown,fail
30,technician,married,secondary,no,289,yes,no,-1,0,unknown,success
48,housemaid,married,tertiary,no,197,no,no,-1,0,,fail
39,management,married,secondary,no,0,yes,no,-1,0,unknown,fail
23,blue-collar,single,secondary,no,336,yes,,-1,0,unknown,fail
39,services,single,unknown,no,257,yes,no,-1,0,unknown,fail
40,blue-collar,single,secondary,no,411,yes,no,-1,0,unknown,fail
48,management,married,tertiary,no,10347,yes,no,-1,0,unknown,fail
37,services,single,secondary,no,2,yes,no,-1,0,unknown,fail
43,blue-collar,married,secondary,no,902,yes,no,328,1,failure,fail
28,services,divorced,secondary,no,9,yes,no,-1,0,unknown,fail
37,admin.,married,secondary,yes,0,no,no,-1,0,unknown,fail
44,blue-collar,married,primary,no,1704,yes,no,-1,0,unknown,fail
56,blue-collar,married,secondary,no,881,yes,no,-1,0,unknown,fail
27,student,,tertiary,no,118,no,no,98,1,failure,success
62,services,married,primary,no,276,no,no,-1,0,unknown,fail
38,management,married,tertiary,,516,yes,no,-1,0,unknown,fail
33,self-employed,married,tertiary,no,3064,no,no,-1,0,unknown,fail
40,services,married,secondary,no,-80,yes,no,-1,0,unknown,fail
54,blue-collar,single,unknown,no,6622,no,no,-1,0,unknown,fail
32,technician,single,tertiary,no,259,no,no,-1,0,unknown,fail
43,services,divorced,secondary,no,313,yes,no,-1,0,unknown,fail
59,retired,married,primary,no,1245,no,no,-1,0,unknown,fail
49,blue-collar,married,primary,no,0,yes,no,-1,0,unknown,fail
36,services,married,secondary,no,136,no,no,-1,0,unknown,fail
42,admin.,married,unknown,no,756,no,no,160,3,failure,fail
34,admin.,married,secondary,no,764,no,no,-1,0,unknown,fail
38,technician,married,secondary,no,2767,yes,no,-1,0,unknown,fail
57,entrepreneur,married,unknown,no,657,no,no,-1,0,unknown,fail
38,management,married,tertiary,no,881,no,yes,-1,0,unknown,fail
43,entrepreneur,married,secondary,no,0,yes,no,-1,0,unknown,fail
50,management,married,secondary,no,2717,yes,no,-1,0,unknown,fail
33,technician,single,tertiary,no,213,no,no,-1,0,unknown,fail
46,technician,married,secondary,no,1322,yes,yes,-1,0,unknown,fail
31,unemployed,married,tertiary,no,232,yes,no,-1,0,unknown,fail
57,management,married,tertiary,no,16,no,no,-1,0,unknown,fail
60,technician,married,secondary,no,0,yes,no,-1,0,unknown,fail
33,services,married,secondary,no,610,no,yes,-1,0,unknown,fail
26,student,,tertiary,no,294,no,no,91,2,success,success
56,services,divorced,secondary,no,450,no,no,-1,0,unknown,fail
57,services,married,secondary,no,8266,yes,no,-1,0,unknown,fail
58,retired,married,primary,no,1472,no,no,-1,0,unknown,fail
41,technician,single,tertiary,no,0,yes,no,-1,0,unknown,fail
40,admin.,divorced,unknown,no,64,yes,no,293,1,failure,fail
38,blue-collar,single,primary,no,1583,yes,no,-1,0,unknown,fail
40,retired,married,primary,no,0,yes,yes,-1,0,unknown,fail
21,services,single,secondary,no,1903,yes,no,-1,0,unknown,fail
36,management,married,tertiary,no,900,yes,no,-1,0,unknown,fail
52,blue-collar,married,secondary,no,665,yes,no,-1,0,unknown,fail
47,blue-collar,divorced,secondary,no,25,yes,no,-1,0,unknown,fail
46,technician,married,secondary,yes,289,no,no,-1,0,unknown,fail
60,blue-collar,married,unknown,no,3563,no,no,-1,0,unknown,fail
38,technician,single,tertiary,no,103,no,no,-1,0,unknown,fail
55,management,married,tertiary,no,856,yes,yes,-1,0,unknown,fail
28,admin.,single,secondary,no,551,no,yes,-1,0,unknown,fail
33,blue-collar,married,primary,no,233,yes,no,-1,0,unknown,fail
32,blue-collar,married,secondary,no,358,no,no,-1,0,unknown,fail
40,blue-collar,married,secondary,no,299,yes,no,-1,0,unknown,fail
34,blue-collar,married,secondary,no,130,no,yes,-1,0,unknown,fail
55,blue-collar,married,unknown,no,213,no,no,-1,0,unknown,fail
32,blue-collar,married,primary,no,39,yes,no,-1,0,unknown,fail
31,management,married,tertiary,no,3897,yes,no,-1,0,unknown,fail
31,housemaid,single,secondary,no,49,yes,no,360,2,failure,fail
35,blue-collar,married,secondary,no,3181,yes,no,-1,0,unknown,fail
50,retired,married,secondary,no,0,yes,yes,-1,0,unknown,fail
40,management,married,tertiary,no,7780,no,no,355,1,other,fail
27,admin.,single,secondary,no,416,no,no,-1,0,unknown,fail
54,management,married,secondary,no,2203,yes,no,-1,0,unknown,fail
45,entrepreneur,married,secondary,no,-479,yes,no,-1,0,unknown,fail
49,entrepreneur,married,tertiary,no,18904,yes,no,-1,0,unknown,fail
57,retired,married,primary,no,207,yes,no,-1,0,unknown,fail
28,blue-collar,married,primary,no,565,no,no,-1,0,unknown,fail
29,blue-collar,single,primary,no,1768,yes,no,344,1,other,fail
46,management,single,secondary,no,5993,no,no,56,3,failure,fail
45,admin.,divorced,secondary,no,8032,no,no,-1,0,unknown,fail
48,blue-collar,married,primary,no,2321,no,no,-1,0,unknown,fail
59,management,single,tertiary,no,684,no,no,-1,0,unknown,fail
41,unemployed,married,primary,yes,-581,yes,no,-1,0,unknown,fail
29,entrepreneur,married,secondary,no,926,yes,no,-1,0,unknown,fail
38,technician,married,tertiary,no,-3,no,no,-1,0,unknown,fail
44,management,divorced,tertiary,yes,-26,no,no,-1,0,unknown,fail
40,admin.,married,tertiary,no,764,yes,no,-1,0,unknown,success
33,services,married,primary,no,908,yes,yes,-1,0,unknown,fail
33,blue-collar,married,secondary,no,527,yes,yes,-1,0,unknown,fail
51,services,married,tertiary,no,0,no,no,-1,0,unknown,fail
46,self-employed,married,secondary,no,0,no,yes,-1,0,unknown,fail
31,technician,divorced,tertiary,no,75,no,no,-1,0,,fail
41,blue-collar,divorced,secondary,no,3,,no,-1,0,unknown,fail
56,management,married,tertiary,no,2925,no,no,-1,0,unknown,fail
44,admin.,divorced,secondary,no,0,no,no,148,1,failure,success
32,management,married,tertiary,no,1667,yes,no,179,3,failure,fail
46,services,married,secondary,no,250,no,no,-1,0,unknown,fail
49,technician,married,secondary,no,4772,no,no,-1,0,unknown,fail
42,blue-collar,married,secondary,no,165,no,no,-1,0,unknown,fail
31,technician,married,secondary,no,465,yes,no,-1,0,unknown,fail
36,technician,married,secondary,no,1840,no,no,-1,0,unknown,fail
46,management,single,tertiary,no,2154,yes,no,-1,0,unknown,fail
29,blue-collar,married,primary,no,707,no,no,-1,0,unknown,fail
55,blue-collar,married,primary,no,431,yes,no,-1,0,unknown,fail
40,unemployed,married,secondary,no,0,yes,no,183,1,failure,fail
30,management,single,secondary,no,19,no,no,-1,0,unknown,fail
32,technician,single,secondary,no,2341,yes,no,-1,0,unknown,fail
53,management,married,tertiary,no,3105,yes,yes,-1,0,unknown,fail
27,student,single,unknown,no,6424,no,no,-1,0,unknown,fail
43,blue-collar,married,primary,no,7343,yes,no,-1,0,unknown,fail
35,admin.,single,secondary,no,289,yes,no,-1,0,unknown,fail
37,retired,married,secondary,no,71,no,yes,-1,0,unknown,fail
80,retired,married,primary,no,1861,no,no,-1,0,unknown,fail
27,management,married,secondary,no,-41,yes,no,-1,0,unknown,fail
51,management,single,tertiary,no,151,yes,no,427,3,success,success
52,blue-collar,married,primary,no,359,no,no,-1,0,unknown,fail
46,services,divorced,secondary,no,355,,no,338,8,other,fail
37,management,married,tertiary,no,569,yes,no,-1,0,unknown,fail
59,entrepreneur,married,primary,no,0,no,no,-1,0,unknown,fail
52,blue-collar,married,secondary,no,1319,no,no,-1,0,unknown,fail
43,services,married,secondary,no,-45,yes,yes,-1,0,unknown,fail
51,blue-collar,married,secondary,no,-92,yes,no,-1,0,unknown,fail
40,blue-collar,married,secondary,no,3765,yes,no,-1,0,unknown,fail
56,management,married,tertiary,no,1803,no,no,-1,0,unknown,fail
45,entrepreneur,married,tertiary,no,770,no,no,-1,0,unknown,fail
32,management,single,tertiary,no,316,yes,no,-1,0,unknown,fail
43,technician,married,secondary,no,3288,yes,no,-1,0,unknown,success
34,technician,married,tertiary,no,-624,no,no,-1,0,unknown,fail
39,technician,married,secondary,no,-241,yes,yes,-1,0,unknown,fail
52,blue-collar,married,secondary,no,1027,no,no,-1,0,unknown,fail
23,services,single,secondary,no,210,yes,no,-1,0,unknown,fail
35,blue-collar,,secondary,no,0,yes,no,-1,0,unknown,fail
47,management,married,tertiary,no,1884,yes,yes,-1,0,unknown,fail
38,blue-collar,,secondary,no,284,yes,yes,-1,0,unknown,fail
59,unemployed,divorced,secondary,no,2026,no,no,73,1,failure,fail
50,technician,divorced,tertiary,no,-1455,yes,yes,-1,0,unknown,fail
56,services,married,secondary,no,4309,yes,no,-1,0,unknown,fail
64,retired,married,primary,no,5871,no,no,-1,0,unknown,fail
36,management,divorced,tertiary,no,7821,no,no,-1,0,unknown,fail
29,blue-collar,,secondary,no,2776,yes,no,-1,0,unknown,fail
47,management,married,tertiary,no,4693,no,yes,97,3,success,success
49,technician,divorced,secondary,no,5,no,no,-1,0,unknown,fail
41,admin.,married,secondary,no,-111,yes,no,-1,0,unknown,fail
30,management,married,tertiary,no,562,no,no,-1,0,unknown,fail
35,blue-collar,married,secondary,no,1454,yes,no,-1,0,unknown,fail
28,technician,single,secondary,no,312,yes,no,-1,0,unknown,fail
34,management,single,tertiary,no,1049,yes,no,129,1,failure,fail
36,entrepreneur,divorced,secondary,no,2996,yes,no,-1,0,unknown,fail
